State,District,GramPanchayat,AuditDate,FinancialYear,SchemeName,WorkType,AuditedBy,TotalExpenditure,MisappropriationAmount,RecoveryAmount,IssuesFound,IssueType,AuditStatus,BeneficiariesCovered,ManDaysGenerated,WagesPaid,MaterialCost,ComplaintsReceived,ActionTaken
Kerala,Thrissur,GP_Thrissur_56,21-09-2023,2023-24,PMGSY,Pond Desilting,SAU Team B,1904668.79,,,4,Ghost Beneficiary,Under Review,317,7250,776831.09,730011.75,20,FIR Filed
Rajasthan,Jaipur,GP_Jaipur_44,19-02-2023,2021-22,SBM-G,School Building,SAU Team B,391644.61,84250.83,45165.72,10,Ghost Beneficiary,Completed,130,2919,668450.67,568481.79,24,Recovery Initiated
Rajasthan,Udaipur,GP_Udaipur_47,08-05-2024,2022-23,NSAP,Pond Desilting,SAU Team A,316991.71,76461.37,1624.84,0,Ghost Beneficiary,ATR Pending,420,2272,315142.23,644406.44,4,FIR Filed
Kerala,Ernakulam,GP_Ernakulam_85,24-11-2022,2023-24,MGNREGA,School Building,SAU Team A,608063.18,101202.13,21741.5,9,Wage Delay,Under Review,308,2720,246693.4,,15,FIR Filed
Maharashtra,Pune,GP_Pune_32,29-07-2024,2023-24,NSAP,School Building,SAU Team A,1577042.42,145394.2,36507.86,6,Incomplete Work,Pending Recovery,41,1441,396854.6,532744.65,12,Warning Issued
Maharashtra,Mumbai,GP_Mumbai_30,24-12-2022,2023-24,NSAP,Water Tank,SAU Team B,1949174.04,76600.41,68566.73,9,Ghost Beneficiary,ATR Pending,452,4081,637606.06,782116.7,17,Recovery Initiated
Uttar Pradesh,Kanpur,GP_Kanpur_3,14-02-2023,2023-24,MGNREGA,Road Construction,SAU Team A,1297864.84,109814.74,32602.75,0,Ghost Beneficiary,Pending Recovery,67,954,34153.26,378838.54,23,FIR Filed
Uttar Pradesh,Lucknow,GP_Lucknow_41,17-05-2024,2022-23,MGNREGA,Road Construction,SAU Team B,818075.04,127505.98,33844.19,10,Material Overbilling,Completed,264,7227,527684.97,798522.79,12,Suspended Official
Andhra Pradesh,Vijayawada,GP_Vijayawada_88,09-05-2023,2021-22,PMGSY,School Building,District Audit Unit,1986083.7,52820.77,7893.7,3,No Muster Roll,Pending Recovery,193,3328,198426.26,794609.21,20,Suspended Official
Maharashtra,Mumbai,GP_Mumbai_28,02-05-2023,2024-25,NSAP,Road Construction,SAU Team A,830457.77,127592.73,43684.37,10,Wage Delay,ATR Pending,248,370,520008.94,751977.87,20,Warning Issued
Uttar Pradesh,Lucknow,GP_Lucknow_61,28-03-2024,2023-24,SBM-G,Toilet Construction,SAU Team B,1611527.66,147626.32,11350.81,7,Incomplete Work,Closed,100,4301,974284.12,407861.01,16,Suspended Official
Uttar Pradesh,Lucknow,GP_Lucknow_52,23-11-2022,2022-23,NSAP,Road Construction,SAU Team A,304765.22,65594.4,30475.66,11,Incomplete Work,Completed,381,5758,247047.35,386073.69,15,Suspended Official
Bihar,Patna,GP_Patna_57,30-10-2022,2023-24,MGNREGA,Pond Desilting,SAU Team A,1771802.22,26896.92,33873.34,7,Material Overbilling,Completed,273,5492,409614.69,225037.32,15,Recovery Initiated
Uttar Pradesh,Kanpur,GP_Kanpur_47,26-07-2023,2024-25,PMAY-G,Toilet Construction,SAU Team B,324140.42,131524.95,43759.67,6,,ATR Pending,109,4514,894001.69,64449.34,8,Suspended Official
Maharashtra,Mumbai,GP_Mumbai_5,22-09-2022,2024-25,MGNREGA,Road Construction,SAU Team A,719670.2,82144.6,61247.21,2,Fund Diversion,ATR Pending,288,307,832870.89,787641.23,6,Recovery Initiated
Andhra Pradesh,Vizag,GP_Vizag_67,23-10-2022,2022-23,MGNREGA,Water Tank,District Audit Unit,1954155.57,73756.89,41959.14,5,Incomplete Work,Completed,309,6522,561783.21,690717.13,23,
Rajasthan,Jaipur,GP_Jaipur_79,28-01-2024,2024-25,PMAY-G,Road Construction,District Audit Unit,1309630.31,31035.43,39513.81,0,No Muster Roll,Pending Recovery,341,4526,684181.87,409038.81,18,No Action
Tamil Nadu,Chennai,GP_Chennai_73,29-02-2024,2024-25,NSAP,Water Tank,SAU Team B,235742.29,63349.18,74418.02,6,Wage Delay,ATR Pending,133,5638,625596.41,491397.33,22,Suspended Official
Uttar Pradesh,Kanpur,GP_Kanpur_6,23-05-2023,2024-25,PMGSY,Toilet Construction,SAU Team A,487515.31,28056.4,16646.41,4,Material Overbilling,Under Review,472,2406,179061.69,371304.15,4,Warning Issued
Uttar Pradesh,Kanpur,GP_Kanpur_77,19-02-2022,2022-23,MGNREGA,Pond Desilting,District Audit Unit,735713.08,104325.67,40924.5,10,Incomplete Work,Completed,74,2568,646894.34,,21,
Karnataka,Bangalore,GP_Bangalore_66,31-12-2022,2024-25,MGNREGA,Water Tank,SAU Team A,1048461.66,108991.2,15967,5,Fund Diversion,ATR Pending,285,3183,250192.36,657066.79,12,Suspended Official
Maharashtra,Pune,GP_Pune_91,04-11-2022,2023-24,MGNREGA,Road Construction,SAU Team A,67222.09,57375.26,67890.22,8,No Muster Roll,Pending Recovery,325,237,418994.25,502012.11,2,Suspended Official
Andhra Pradesh,Vizag,GP_Vizag_62,12-11-2022,2023-24,PMGSY,Water Tank,SAU Team B,636572.01,,38997.58,6,Material Overbilling,Closed,86,7159,959382.12,742833.8,19,No Action
Maharashtra,Pune,GP_Pune_82,09-06-2024,2023-24,PMAY-G,Pond Desilting,SAU Team B,1279393.68,54857.38,6884.36,3,No Muster Roll,Pending Recovery,221,7929,138538.61,524816.14,2,Recovery Initiated
Rajasthan,Udaipur,GP_Udaipur_85,15-05-2023,2024-25,MGNREGA,Water Tank,SAU Team B,1061299.31,135880.37,13729.87,11,Incomplete Work,Under Review,33,5547,352715.79,192304.65,6,No Action
Rajasthan,Udaipur,GP_Udaipur_2,21-12-2023,2021-22,NSAP,School Building,SAU Team B,1628218.52,17993.43,,7,Wage Delay,Under Review,73,7969,116963.97,200231.45,23,FIR Filed
Tamil Nadu,Chennai,GP_Chennai_26,11-07-2024,2022-23,PMGSY,Road Construction,SAU Team A,142849.69,39604.06,,5,Incomplete Work,ATR Pending,168,4617,699323.26,47755.27,8,Warning Issued
Rajasthan,Udaipur,GP_Udaipur_41,17-04-2022,2022-23,PMGSY,Toilet Construction,District Audit Unit,1486537.46,101826.96,43404.26,0,No Muster Roll,Under Review,321,340,414075.04,265658.41,5,
Uttar Pradesh,Kanpur,GP_Kanpur_47,04-09-2022,2023-24,NSAP,Water Tank,District Audit Unit,967177.15,143254.24,4451.26,9,No Muster Roll,Closed,160,2073,996972.67,603931.54,2,Suspended Official
Rajasthan,Jaipur,GP_Jaipur_53,06-07-2024,2021-22,PMAY-G,School Building,SAU Team A,1408266.78,881.94,37188.92,8,Incomplete Work,Pending Recovery,188,3739,464071.17,267146.71,9,No Action
Bihar,Gaya,GP_Gaya_72,15-03-2022,2024-25,PMAY-G,Road Construction,SAU Team A,715150.29,43392.36,1255.59,6,Wage Delay,Closed,272,1054,597195.93,33371.51,14,Warning Issued
Kerala,Thrissur,GP_Thrissur_50,19-05-2023,2023-24,NSAP,Water Tank,SAU Team B,307679.59,21048.42,59424.37,2,Ghost Beneficiary,Pending Recovery,209,5124,823502.42,559627.12,4,FIR Filed
Uttar Pradesh,Kanpur,GP_Kanpur_9,06-12-2022,2021-22,PMGSY,School Building,SAU Team A,618576.55,49644.44,44071.63,7,,Pending Recovery,497,1805,448814.02,186351.64,17,No Action
Rajasthan,Jaipur,GP_Jaipur_22,26-09-2024,2022-23,PMGSY,School Building,SAU Team A,176553.47,8775.18,69533.93,2,Fund Diversion,ATR Pending,367,4575,255119.56,475834.8,9,
Karnataka,Mysore,GP_Mysore_88,19-05-2022,2023-24,NSAP,Pond Desilting,SAU Team A,989653.1,35053.61,67811.61,4,Material Overbilling,Pending Recovery,348,6278,419850.03,68127.91,21,Warning Issued
Bihar,Patna,GP_Patna_58,02-11-2023,2022-23,PMGSY,Toilet Construction,SAU Team B,1017792.03,23184.6,16086.26,11,Material Overbilling,Pending Recovery,102,7743,773531.25,139494.59,21,No Action
Rajasthan,Udaipur,GP_Udaipur_95,18-03-2024,2024-25,MGNREGA,School Building,SAU Team A,1176637.98,80580.83,37884.31,11,Material Overbilling,Completed,310,6228,651563.32,49599.88,11,Suspended Official
Karnataka,Mysore,GP_Mysore_48,06-10-2023,2021-22,SBM-G,Toilet Construction,SAU Team A,1642322.45,140654.89,70726.86,1,No Muster Roll,Pending Recovery,254,5238,264003.6,742064.21,0,FIR Filed
Karnataka,Mysore,GP_Mysore_86,20-07-2022,2022-23,NSAP,Pond Desilting,SAU Team A,461964.28,2944.84,13911.37,6,Incomplete Work,ATR Pending,334,2488,28814.41,104068.01,16,Suspended Official
Maharashtra,Pune,GP_Pune_72,29-10-2022,2021-22,NSAP,Road Construction,District Audit Unit,336572.79,103273.17,64759.87,4,Wage Delay,ATR Pending,419,3592,438789.66,164133.59,1,No Action
Tamil Nadu,Coimbatore,GP_Coimbatore_91,20-10-2022,2023-24,PMAY-G,Water Tank,SAU Team B,1260881.94,,766.88,1,Incomplete Work,Closed,229,4779,850403.03,209124.97,18,No Action
Andhra Pradesh,Vizag,GP_Vizag_16,08-11-2023,2021-22,PMGSY,Pond Desilting,District Audit Unit,681509.23,28016.6,5906.29,8,Ghost Beneficiary,Under Review,336,6030,220983.14,95374.74,6,No Action
Tamil Nadu,Coimbatore,GP_Coimbatore_84,03-12-2022,2024-25,PMGSY,Water Tank,District Audit Unit,864732.59,,,2,Material Overbilling,ATR Pending,417,4169,442490.63,382262.5,23,Recovery Initiated
Kerala,Ernakulam,GP_Ernakulam_88,10-05-2022,2022-23,SBM-G,Road Construction,SAU Team A,849819.35,46974.17,27919.21,9,Wage Delay,Pending Recovery,222,1326,483638.84,683801.21,15,No Action
Bihar,Gaya,GP_Gaya_12,18-05-2024,2021-22,PMGSY,Water Tank,District Audit Unit,1127381.78,96677.22,1423.84,10,Ghost Beneficiary,Closed,366,4738,797374.91,761767.21,13,Recovery Initiated
Andhra Pradesh,Vijayawada,GP_Vijayawada_45,26-05-2023,2024-25,SBM-G,Road Construction,District Audit Unit,488045.61,83982.92,67531.24,7,No Muster Roll,Pending Recovery,242,871,710547.02,426266.3,9,Warning Issued
Bihar,Gaya,GP_Gaya_47,27-07-2023,2024-25,PMAY-G,School Building,District Audit Unit,1087879.32,52528.41,32482.74,5,Fund Diversion,Closed,336,3796,754956,,10,Warning Issued
Uttar Pradesh,Lucknow,GP_Lucknow_34,29-09-2022,2023-24,NSAP,Pond Desilting,SAU Team B,1218281.44,51256.45,,4,Fund Diversion,Closed,457,7901,446899.62,574330.6,14,Recovery Initiated
Kerala,Thrissur,GP_Thrissur_91,30-12-2023,2023-24,SBM-G,Pond Desilting,SAU Team A,889984.26,92803.1,13313.61,6,Material Overbilling,ATR Pending,10,6815,602874.76,559900.53,2,Suspended Official
Tamil Nadu,Chennai,GP_Chennai_49,13-06-2022,2021-22,MGNREGA,Water Tank,District Audit Unit,248770.92,17786.01,32470.37,5,Ghost Beneficiary,Completed,369,6602,582673.53,526367.25,1,Recovery Initiated
Andhra Pradesh,Vizag,GP_Vizag_82,27-04-2023,2022-23,MGNREGA,Pond Desilting,SAU Team A,1568199.5,41245.4,21117.34,0,Wage Delay,Closed,484,1201,377524.62,550455.01,1,Warning Issued
Tamil Nadu,Chennai,GP_Chennai_17,10-11-2022,2024-25,SBM-G,Water Tank,District Audit Unit,242802.41,59089.95,37626.41,6,Material Overbilling,ATR Pending,183,600,542556.58,172686.4,5,Warning Issued
Rajasthan,Jaipur,GP_Jaipur_20,25-10-2022,2021-22,PMAY-G,Water Tank,SAU Team B,477011.45,88272.92,11804.61,4,Fund Diversion,Completed,448,7189,115675.67,632032.82,10,Suspended Official
Andhra Pradesh,Vizag,GP_Vizag_4,22-10-2023,2023-24,MGNREGA,School Building,District Audit Unit,883474.46,,15398.03,6,Material Overbilling,Under Review,489,981,402473.29,361063.05,17,Recovery Initiated
Kerala,Thrissur,GP_Thrissur_13,07-08-2023,2023-24,PMGSY,Pond Desilting,District Audit Unit,1175231.63,133385.72,29933.69,9,Material Overbilling,ATR Pending,480,4005,226937.26,227479.21,19,Warning Issued
Rajasthan,Udaipur,GP_Udaipur_34,14-03-2022,2021-22,NSAP,School Building,SAU Team B,309347.24,109938.34,13834.52,3,Incomplete Work,Closed,65,3852,931245.64,513509.78,5,No Action
Bihar,Gaya,GP_Gaya_53,23-10-2022,2021-22,NSAP,Toilet Construction,District Audit Unit,337671.48,138574.08,63416.04,5,Material Overbilling,Pending Recovery,158,4861,741710.85,207393.3,6,
Kerala,Ernakulam,GP_Ernakulam_65,04-07-2022,2022-23,NSAP,School Building,SAU Team A,688138.1,118680.64,68834.45,4,,Completed,21,6549,691506.53,793505.07,14,Suspended Official
Bihar,Patna,GP_Patna_76,17-09-2023,2023-24,PMGSY,Pond Desilting,District Audit Unit,279319.25,38812.75,44181.42,11,No Muster Roll,Pending Recovery,494,2432,546072.9,13538.79,12,Warning Issued
Andhra Pradesh,Vizag,GP_Vizag_27,12-05-2024,2021-22,PMAY-G,Water Tank,SAU Team A,1297253.39,13456.19,70083.13,1,Wage Delay,Closed,313,6636,315484.24,431135.3,6,Suspended Official
Rajasthan,Jaipur,GP_Jaipur_78,23-04-2022,2022-23,MGNREGA,Pond Desilting,SAU Team B,1800872.59,13863.17,49985.85,9,Wage Delay,ATR Pending,13,3389,637807.71,222798.17,8,No Action
Tamil Nadu,Chennai,GP_Chennai_51,10-09-2022,2024-25,NSAP,Pond Desilting,SAU Team B,776013.88,58124.61,6791.6,10,Fund Diversion,ATR Pending,91,1075,486523.3,58543.85,7,Suspended Official
Uttar Pradesh,Lucknow,GP_Lucknow_28,11-05-2023,2023-24,SBM-G,Pond Desilting,SAU Team A,1492193.65,,,6,Wage Delay,Pending Recovery,230,7218,239296.85,479215.8,14,Warning Issued
Uttar Pradesh,Lucknow,GP_Lucknow_93,26-10-2022,2024-25,SBM-G,Water Tank,SAU Team B,277375.78,109600.8,74719.63,9,,Under Review,265,4677,423427.88,14493.7,12,
Kerala,Ernakulam,GP_Ernakulam_62,06-01-2022,2022-23,NSAP,Road Construction,SAU Team A,216977,48486.8,54635.34,8,Wage Delay,ATR Pending,196,6055,918290.91,218453.25,7,
Uttar Pradesh,Kanpur,GP_Kanpur_6,12-11-2022,2024-25,SBM-G,Toilet Construction,SAU Team B,674107.94,88703.72,41034.38,8,Incomplete Work,Under Review,327,3634,104008.51,339758.16,16,FIR Filed
Karnataka,Mysore,GP_Mysore_46,13-05-2023,2023-24,SBM-G,Road Construction,SAU Team B,1714287.3,49960.99,11397.05,1,Fund Diversion,Completed,79,3085,693093.79,165782.23,7,Recovery Initiated
Andhra Pradesh,Vijayawada,GP_Vijayawada_82,08-06-2024,2021-22,PMAY-G,Road Construction,SAU Team A,541790.1,65003.34,31874.01,7,Wage Delay,Completed,320,4269,860184.74,,2,No Action
Tamil Nadu,Chennai,GP_Chennai_25,02-02-2024,2024-25,MGNREGA,School Building,SAU Team A,1195380.08,18790.14,55268.09,4,Material Overbilling,ATR Pending,335,7775,240760.46,699457.08,17,Warning Issued
Kerala,Thrissur,GP_Thrissur_74,08-05-2022,2021-22,MGNREGA,School Building,SAU Team A,1806415.33,115364.05,71899.24,9,,Pending Recovery,14,556,174376.78,659768.98,23,No Action
Tamil Nadu,Coimbatore,GP_Coimbatore_12,18-05-2024,2024-25,NSAP,Toilet Construction,SAU Team B,899157.77,82404.68,,1,Incomplete Work,ATR Pending,366,885,451313.59,151648.79,20,Suspended Official
Maharashtra,Pune,GP_Pune_4,18-09-2023,2021-22,PMGSY,Road Construction,SAU Team A,1638379.88,126001.27,8423.43,6,No Muster Roll,Closed,71,760,206778.5,615375.72,3,
Tamil Nadu,Chennai,GP_Chennai_83,07-09-2024,2023-24,MGNREGA,Pond Desilting,District Audit Unit,135343.4,31982.13,41019.77,10,No Muster Roll,Pending Recovery,340,4929,625711.23,425611.76,14,Suspended Official
Rajasthan,Udaipur,GP_Udaipur_9,27-05-2022,2022-23,SBM-G,School Building,SAU Team B,337360.58,,49224.09,6,Fund Diversion,ATR Pending,279,4594,548407.05,163177.77,7,Suspended Official
Rajasthan,Jaipur,GP_Jaipur_33,04-08-2024,2024-25,PMAY-G,School Building,District Audit Unit,86629.44,25390.75,43018.61,8,Incomplete Work,ATR Pending,218,1260,81154.27,357071.1,16,Suspended Official
Andhra Pradesh,Vijayawada,GP_Vijayawada_68,17-08-2022,2023-24,PMGSY,School Building,SAU Team B,678480.07,,17665.99,6,Wage Delay,Closed,358,352,555970.84,241728.73,17,Suspended Official
Bihar,Patna,GP_Patna_27,12-06-2022,2024-25,MGNREGA,Road Construction,District Audit Unit,738618.7,116773.96,35073.51,1,Incomplete Work,ATR Pending,121,5759,162236.9,230133.77,9,Recovery Initiated
Tamil Nadu,Chennai,GP_Chennai_11,16-11-2022,2021-22,PMAY-G,Road Construction,SAU Team A,1620233.77,,48023.24,4,Fund Diversion,Pending Recovery,328,7418,979852.81,580787.72,10,Suspended Official
Uttar Pradesh,Kanpur,GP_Kanpur_21,10-04-2023,2022-23,NSAP,Toilet Construction,District Audit Unit,596103.75,94016.55,21697.62,11,No Muster Roll,ATR Pending,57,6857,596340.4,182635.54,6,
Rajasthan,Jaipur,GP_Jaipur_63,30-04-2022,2021-22,PMAY-G,Toilet Construction,SAU Team B,1480247.53,55203.22,13672.42,0,Material Overbilling,Completed,27,266,276585.13,357570.89,4,Recovery Initiated
Rajasthan,Jaipur,GP_Jaipur_15,20-07-2023,2024-25,PMAY-G,Water Tank,District Audit Unit,133854.22,19693.03,56435.91,4,Ghost Beneficiary,Pending Recovery,329,670,614671.68,315374.65,8,Suspended Official
Bihar,Patna,GP_Patna_9,14-10-2022,2022-23,PMAY-G,School Building,District Audit Unit,55202.93,108011.72,71012.65,6,,ATR Pending,462,343,146990.52,456664.8,18,FIR Filed
Maharashtra,Pune,GP_Pune_63,14-09-2023,2022-23,SBM-G,School Building,SAU Team B,1625928.08,135424.05,70423.82,0,Wage Delay,Closed,375,5203,253939.42,210892.98,20,Suspended Official
Kerala,Ernakulam,GP_Ernakulam_39,24-07-2024,2023-24,MGNREGA,School Building,District Audit Unit,1132116.71,142719.55,992.78,10,Ghost Beneficiary,ATR Pending,304,844,586598.96,240246.8,0,
Maharashtra,Pune,GP_Pune_24,12-03-2023,2021-22,MGNREGA,Toilet Construction,District Audit Unit,283792.1,97515.08,14220.26,10,,Pending Recovery,280,3134,246509.22,265933.88,20,No Action
Karnataka,Mysore,GP_Mysore_66,05-10-2022,2024-25,PMAY-G,Pond Desilting,District Audit Unit,1935555.22,40955.82,46629.73,2,No Muster Roll,Pending Recovery,387,5867,350158.26,422922.25,9,Suspended Official
Kerala,Ernakulam,GP_Ernakulam_25,05-01-2022,2022-23,PMGSY,Toilet Construction,SAU Team B,634949.12,42520.16,2340.97,0,No Muster Roll,Under Review,74,7872,92269.28,213883.56,17,Warning Issued
Uttar Pradesh,Kanpur,GP_Kanpur_16,09-10-2022,2021-22,NSAP,Toilet Construction,SAU Team B,93614.74,16306.35,45830.93,5,Fund Diversion,Under Review,19,2633,749005.45,433175.44,19,Suspended Official
Andhra Pradesh,Vizag,GP_Vizag_96,02-09-2023,2021-22,MGNREGA,School Building,District Audit Unit,727888.42,5073.19,36783.52,10,Wage Delay,ATR Pending,422,674,335554.02,,6,Recovery Initiated
Rajasthan,Jaipur,GP_Jaipur_15,08-05-2024,2021-22,SBM-G,Toilet Construction,District Audit Unit,703430.25,117842.66,1141.69,4,Fund Diversion,Completed,35,1612,77446.59,489039.79,2,No Action
Bihar,Gaya,GP_Gaya_29,12-03-2022,2022-23,PMAY-G,Water Tank,SAU Team B,1791408.42,4027.19,59575.12,10,,ATR Pending,69,2792,567624.82,,21,Suspended Official
Rajasthan,Udaipur,GP_Udaipur_31,28-02-2024,2023-24,NSAP,Water Tank,SAU Team A,1872347.11,,54209.05,9,No Muster Roll,Pending Recovery,270,5325,139858.23,,16,Warning Issued
Karnataka,Mysore,GP_Mysore_28,12-06-2022,2023-24,PMAY-G,Pond Desilting,SAU Team B,1925888.12,45409.41,58602.63,7,,Under Review,466,2068,156040.35,616828.33,8,Suspended Official
Karnataka,Mysore,GP_Mysore_75,20-02-2023,2024-25,MGNREGA,Pond Desilting,District Audit Unit,1101729,84751.24,43166.05,3,Wage Delay,ATR Pending,118,863,520567.33,519372.43,3,FIR Filed
Bihar,Gaya,GP_Gaya_26,17-12-2023,2023-24,SBM-G,Pond Desilting,SAU Team A,228140.04,,59428.26,3,Material Overbilling,ATR Pending,444,7043,133006.27,251006.59,7,No Action
Bihar,Patna,GP_Patna_25,04-10-2022,2023-24,SBM-G,Water Tank,District Audit Unit,1716754.96,116810.72,77832.16,10,Incomplete Work,Completed,188,5101,976139.09,775621.88,10,FIR Filed
Bihar,Gaya,GP_Gaya_23,12-08-2022,2023-24,PMGSY,School Building,SAU Team B,578743.2,58214.46,77580.8,10,Wage Delay,ATR Pending,430,1649,938884.23,26720.7,5,Suspended Official
Andhra Pradesh,Vizag,GP_Vizag_22,11-07-2023,2023-24,MGNREGA,Water Tank,SAU Team B,1395283.03,11500.86,67336.46,8,Material Overbilling,Under Review,424,1897,969883.86,394258.97,18,
Kerala,Thrissur,GP_Thrissur_61,21-01-2022,2023-24,MGNREGA,School Building,District Audit Unit,124945.12,126663.45,23340.41,4,Ghost Beneficiary,ATR Pending,187,4641,856494.52,68719.8,20,No Action
Maharashtra,Mumbai,GP_Mumbai_78,26-12-2023,2022-23,MGNREGA,Pond Desilting,SAU Team A,160574.07,120248.66,,11,Wage Delay,Closed,246,422,349406.83,153110.56,20,Warning Issued
Maharashtra,Pune,GP_Pune_96,08-06-2022,2021-22,PMGSY,Road Construction,SAU Team A,1285777.41,118524.87,43171.78,9,Incomplete Work,Closed,134,4557,553938.45,344860.07,10,No Action
Maharashtra,Pune,GP_Pune_97,11-07-2022,2024-25,PMGSY,Pond Desilting,SAU Team A,1621860.22,46752.49,34238.89,1,Wage Delay,Completed,380,6125,78480.38,211478.18,22,No Action
Uttar Pradesh,Lucknow,GP_Lucknow_82,01-10-2023,2021-22,MGNREGA,Road Construction,SAU Team B,816799.86,119961.1,,3,Incomplete Work,Under Review,228,6257,776894.16,168610.39,19,Recovery Initiated
Tamil Nadu,Coimbatore,GP_Coimbatore_28,07-04-2023,2022-23,PMGSY,Road Construction,SAU Team B,208905.46,79825.49,25897.3,8,Ghost Beneficiary,Pending Recovery,212,6790,212477.85,,13,Suspended Official
Maharashtra,Mumbai,GP_Mumbai_72,18-08-2022,2022-23,PMGSY,School Building,SAU Team B,1786953.9,72337.74,31718.03,7,No Muster Roll,Pending Recovery,465,5529,329596.98,,11,Warning Issued
Kerala,Thrissur,GP_Thrissur_29,03-09-2023,2023-24,SBM-G,Water Tank,SAU Team A,1183984.42,109487.34,50796.3,5,Ghost Beneficiary,Under Review,318,6550,304848.88,214704.88,10,FIR Filed
Maharashtra,Pune,GP_Pune_35,23-03-2023,2021-22,SBM-G,Road Construction,SAU Team B,1469033.56,83786.01,16734.89,7,No Muster Roll,Closed,116,6543,142569.81,,9,FIR Filed
Tamil Nadu,Coimbatore,GP_Coimbatore_24,25-07-2023,2021-22,SBM-G,Road Construction,SAU Team B,401035.19,48876.61,9176.99,6,Wage Delay,Closed,67,5411,665932.45,482819.71,22,No Action
Uttar Pradesh,Kanpur,GP_Kanpur_30,10-03-2023,2023-24,PMAY-G,Pond Desilting,SAU Team A,965180.43,77009.1,66323.01,8,Material Overbilling,Closed,138,5290,721693.37,,2,Recovery Initiated
Andhra Pradesh,Vijayawada,GP_Vijayawada_19,15-10-2022,2024-25,SBM-G,Road Construction,SAU Team B,756476.09,10428.23,76055.05,0,Incomplete Work,Pending Recovery,490,1012,532782.13,82972.96,2,Warning Issued
Rajasthan,Jaipur,GP_Jaipur_71,14-06-2023,2022-23,NSAP,Road Construction,SAU Team B,921623.27,,52977.01,6,No Muster Roll,Closed,108,4325,293259.88,748446.47,17,Suspended Official
Uttar Pradesh,Lucknow,GP_Lucknow_86,07-06-2023,2022-23,PMAY-G,Road Construction,District Audit Unit,1242574.26,25143.3,30870.46,0,Wage Delay,Completed,105,3304,369411.3,58825.35,1,Recovery Initiated
Maharashtra,Mumbai,GP_Mumbai_46,18-06-2024,2021-22,PMAY-G,Pond Desilting,SAU Team B,1156597.46,132474.85,62376.92,10,,Completed,499,360,669273.43,729336.28,6,FIR Filed
